x y z
-3.71660894560413 7.2431837478288905 -2.249446055259039
5.986411984649227 -2.283148192202472 1.6337454024033966
8.410955349776232 -0.615746999609082 3.69105416030381
3.4070435865398556 -0.01633917839233967 -4.123523193780799
-3.2191838107278374 10.196164226327815 -3.5212890781184467
-8.84263236543059 -6.39390937567984 1.8524072139370475
4.426830120618268 0.15667663672878582 -4.670749944801354
-5.7211195322965835 9.676082952222382 -5.511610296649873
8.925951708447469 -1.0418724309653906 2.918339689995137
-6.955143271414256 6.738633436887696 -4.271313170150092
-5.071176302671885 8.249605308053656 -2.2923835912196324
-6.797634634577877 -6.941207388147954 2.9024070317094903
-4.58449443788363 -7.831491641365947 4.964616764942029
4.921790820457411 -0.4799686823778284 -1.0948469215981924
5.017687199692265 0.8731055978110012 -9.318254684678212
3.8828067335945295 1.380698736576056 -3.207741724280793
-9.857900000527785 -6.910314288178023 4.13585933669091
-5.788895940685202 -11.16584836693142 4.022435994840275
3.0131435327883622 1.2228799326102762 -1.3530646509855613
-6.214524319065652 6.206917178889524 -6.517647557534964
-6.051403936372011 -9.043468794346111 6.01562248706657
-5.949608100199216 10.756269623703872 -5.310545969871077
-6.402216186585583 -5.370503820492543 1.9805942716005203
6.412146437156867 1.6903514309558236 -1.2570518496837262
10.680938174913292 -2.222168438858472 3.2410857883903947
7.331074900288639 -1.4538646557298265 -3.6202137805833177
-10.260351179678306 -10.018810402088723 4.017112118294624
-7.4685599580801 7.086843706607388 -6.439743208413461
-9.158725583714777 4.704766058200024 -5.379779348718288
7.072980688573294 1.6496699186636872 -4.420923195331017
8.15747096790888 1.1003735567355104 2.207112027729596
-4.2922603905145955 7.687869247492435 -8.671602269974747
-6.36294545371641 7.2880039456544985 -6.974139040420788
9.360769760101277 0.5676126460811024 0.39240646561222103
8.167965003632697 -3.1244428228490246 3.825227621047624
-4.420262544802702 7.509276912697991 -6.44691429878254
8.260110918674162 0.24538717065859594 3.2367854297031737
8.832063990819918 -1.8247303023644852 3.685900406158412
-4.1566920787064205 7.264514205681858 -5.954690548712135
-7.687219592225487 -5.933633845633275 4.015769900651319
4.202403840341562 -1.6529221036069326 -1.441250232805189
-6.683658168809413 -9.689526842435106 8.489142549028784
4.559513273105653 1.4643372204639251 -4.641900664875922
-3.6204831293342563 6.399202124160945 -8.425134499432657
4.072247925249092 1.8889112903313916 -3.1631878862847107
4.772998911214174 0.2561499505169078 -6.472827012609112
5.052851500616169 4.600925270089205 -4.4631417709790435
-3.541565766656236 -6.092835198020046 3.742208125839705
-6.777353071958311 6.276784958259414 -4.039204513316
7.691270756730553 1.3733590716054966 0.9897930841431002
-4.528380560776764 5.845673507197732 -7.236581940757216
-4.586906020656315 -6.7837508792556935 2.6660227017178357
7.35060127008563 -0.4607784923548477 1.8761735259368786
4.726361726930995 1.463154663347027 -4.137062443769112
